volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
45,18.75,55.7322272999445,56.932231099973436,0.442161,0.162654,feedback,2,0,False,0.17972523001646695,0.40333333333333327,-0.33333333333333326
46,18.75,56.91841379995458,58.11841779998504,0.467764,0.198988,feedback,2,0,False,0.21269025010237197,0.40333333333333327,-0.33333333333333326
47,18.75,58.139500699937344,59.33950429996476,0.542337,0.131551,feedback,2,0,False,0.24641302383494154,0.40333333333333327,-0.33333333333333326
48,18.75,59.339052699971944,60.53905629999936,0.615184,0.195901,feedback,2,0,False,0.29486107250996,0.40333333333333327,-0.33333333333333326
49,18.75,60.52523149992339,61.72523509995081,0.721979,0.271845,feedback,2,0,False,0.3443112562859602,0.40333333333333327,-0.33333333333333326
50,18.75,61.71873520000372,62.91873899991624,0.71325,0.322322,feedback,2,0,False,0.39852955088846614,0.40333333333333327,-0.33333333333333326
51,18.75,62.935261599952355,64.13526519997977,0.751676,0.154347,feedback,3,0,False,0.0,0.44366666666666665,-0.33333333333333326
52,18.75,64.16206679993775,65.36207049996592,0.739502,-0.106364,feedback,3,0,False,0.0749456451130374,0.44366666666666665,-0.33333333333333326
53,18.75,65.33297549991403,66.53297929994297,0.714356,0.027525,feedback,3,0,False,0.17258439227791603,0.44366666666666665,-0.33333333333333326
54,18.75,66.54056709993165,67.74057089996059,0.68342,0.177894,feedback,3,0,False,0.25531265874997344,0.44366666666666665,-0.33333333333333326
55,18.75,67.6988101999741,68.8988141000038,0.675732,0.250509,feedback,3,0,False,0.31239723855820684,0.44366666666666665,-0.33333333333333326
56,18.75,68.91682729998138,70.11683099989314,0.578453,0.17229,feedback,3,0,False,0.3646820595042241,0.44366666666666665,-0.33333333333333326
57,18.75,70.1463099999819,71.34631389989518,0.526205,0.030567,feedback,3,0,False,0.4146232897055457,0.44366666666666665,-0.33333333333333326
58,18.75,71.31302559992764,72.51302939995658,0.640825,0.085409,feedback,4,0,False,0.0,0.4880333333333333,-0.33333333333333326
59,18.75,72.52338629995938,73.72338979998604,0.634581,0.086224,feedback,4,0,False,0.06829316878567887,0.4880333333333333,-0.33333333333333326
60,18.75,73.73550129996147,74.93550479998812,0.684583,0.092449,feedback,4,0,False,0.13571837287740174,0.4880333333333333,-0.33333333333333326
61,18.75,74.92271640000399,76.12272029991728,0.573115,-0.048168,feedback,4,0,False,0.21001221199012446,0.4880333333333333,-0.33333333333333326
62,18.75,76.12297469994519,77.32297839997337,0.678399,0.040354,feedback,4,0,False,0.2848452722022566,0.4880333333333333,-0.33333333333333326
63,18.75,77.35680700000376,78.55681079991628,0.653989,0.262608,feedback,4,0,False,0.3648994703680033,0.4880333333333333,-0.33333333333333326
64,18.75,78.51869689999148,79.71870059990324,0.622713,0.183878,feedback,4,0,False,0.4110588958072291,0.4880333333333333,-0.33333333333333326
65,18.75,79.7277921999339,80.92779599996284,0.46328,0.189047,feedback,4,0,False,0.4639162345372305,0.4880333333333333,-0.33333333333333326
66,18.75,80.90744489990175,82.10744869993069,0.648078,0.055632,feedback,5,0,False,0.0,0.5368366666666667,-0.33333333333333326
67,18.75,82.14795869996306,83.34796699990984,1.603641,0.102087,feedback,5,0,False,0.07284632541086375,0.5368366666666667,-0.33333333333333326
68,18.75,83.32632689992897,84.52633059995715,1.71857,0.211051,feedback,5,0,False,0.2537073515354603,0.5368366666666667,-0.33333333333333326
69,18.75,84.51759199996013,85.71759599999059,-0.020576,-0.110922,feedback,5,0,False,0.431503950958311,0.5368366666666667,-0.33333333333333326
70,18.75,85.73084059997927,86.93084440000821,-1.024183,-0.134025,feedback,5,0,False,0.4426127678219068,0.5368366666666667,-0.33333333333333326
71,18.75,86.9186800000025,88.11868819994852,-1.051888,-0.404084,feedback,5,0,False,0.33539392035253796,0.5368366666666667,-0.33333333333333326
72,18.75,88.13395429996308,89.33395799999126,-1.028156,-0.643651,feedback,5,0,False,0.2573664260582147,0.5368366666666667,-0.33333333333333326
73,18.75,89.32924829993863,90.5292519999668,-0.920425,-0.831397,feedback,5,0,False,0.21105309410342796,0.5368366666666667,-0.33333333333333326
74,18.75,90.54089449997991,91.74090049990919,-0.785056,-0.855302,feedback,5,0,False,0.2005531430889349,0.5368366666666667,-0.33333333333333326
75,18.75,91.72211669990793,92.92211999993306,-0.387484,-0.736822,feedback,5,0,False,0.20901421984085256,0.5368366666666667,-0.33333333333333326
76,18.75,92.9371956998948,94.13719929992222,0.064786,-0.402177,feedback,5,0,False,0.251968328107902,0.5368366666666667,-0.33333333333333326
77,18.75,94.15283559996169,95.35283929998987,0.549134,0.201074,feedback,5,0,False,0.3093854406427721,0.5368366666666667,-0.33333333333333326
78,18.75,95.3479524999857,96.54795619989746,0.91377,0.427914,feedback,5,0,False,0.35130900033687973,0.5368366666666667,-0.33333333333333326
79,18.75,96.50981979991775,97.70982359994669,1.146728,0.546482,feedback,5,0,False,0.4086107952788934,0.5368366666666667,-0.33333333333333326
80,18.75,97.74435459997039,98.94435809999705,1.300247,0.24766,feedback,5,0,False,0.4824161976996501,0.5368366666666667,-0.33333333333333326
81,18.75,98.90984350000508,100.10984699991532,0.975177,-0.171096,feedback,6,0,False,0.0,0.5905203333333334,-0.33333333333333326
82,18.75,100.15381799999159,101.35382139990107,0.859345,-0.286529,feedback,6,0,False,0.14669693393401267,0.5905203333333334,-0.33333333333333326
83,18.75,101.31307969999034,102.5130833999021,0.877153,-0.273171,feedback,6,0,False,0.28184116798151654,0.5905203333333334,-0.33333333333333326
84,18.75,102.48368889989797,103.68369259992615,0.900173,-0.152917,feedback,6,0,False,0.42039681034652704,0.5905203333333334,-0.33333333333333326
85,18.75,103.71610709989909,104.91611049992498,0.945565,0.073951,feedback,6,0,False,0.5525258538252287,0.5905203333333334,-0.33333333333333326
86,18.75,104.95195099990815,106.15195919997059,1.212739,0.172183,feedback,7,0,False,0.0,0.6495723666666668,-0.33333333333333326
87,18.75,106.15801389992703,107.3580175999552,1.38728,0.366859,feedback,7,0,False,0.12533417106551337,0.6495723666666668,-0.33333333333333326
88,18.75,107.3413008999778,108.54130440000445,1.274621,0.550162,feedback,7,0,False,0.2533643020852541,0.6495723666666668,-0.33333333333333326
89,18.75,108.53620829991996,109.73621219994966,1.399655,0.617534,feedback,7,0,False,0.33880690454749607,0.6495723666666668,-0.33333333333333326
90,18.75,109.7350155999884,110.93501899989788,1.433314,0.655724,feedback,7,0,False,0.433012778337979,0.6495723666666668,-0.33333333333333326
91,18.75,110.9135294998996,112.1135333999293,1.684851,0.769677,feedback,7,0,False,0.522770391728206,0.6495723666666668,-0.33333333333333326
92,18.75,112.12451069999952,113.32451429991052,1.508523,0.605449,feedback,7,0,False,0.6352988972992817,0.6495723666666668,-0.33333333333333326
93,18.75,113.31024909997359,114.51025290000253,1.509404,0.737942,feedback,8,0,False,0.0,0.7145296033333337,-0.33333333333333326
94,18.75,114.50477779994253,115.70478159997147,1.555469,0.746018,feedback,8,0,False,0.09098613031341596,0.7145296033333337,-0.33333333333333326
95,18.75,115.75484589999542,116.95484959990718,1.476071,0.727462,feedback,8,0,False,0.19051508476690004,0.7145296033333337,-0.33333333333333326
96,18.75,116.92023709998466,118.12024069989566,1.25286,0.767922,feedback,8,0,False,0.2806844638941961,0.7145296033333337,-0.33333333333333326
97,18.75,118.11316649999935,119.31317019991111,1.005099,0.782313,feedback,8,0,False,0.33909487356764906,0.7145296033333337,-0.33333333333333326
98,18.75,119.32170589989983,120.52171409996227,1.157329,0.866271,feedback,8,0,False,0.3659292761706821,0.7145296033333337,-0.33333333333333326
99,18.75,120.54331599990837,121.7433192999335,1.29012,0.814742,feedback,8,0,False,0.4017173577535375,0.7145296033333337,-0.33333333333333326
100,18.75,121.71233419992495,122.91233779995237,1.277942,0.722817,feedback,8,0,False,0.4565904846433122,0.7145296033333337,-0.33333333333333326
101,18.75,122.95319749996997,124.153205699916,1.233397,0.546821,feedback,8,0,False,0.5262408803940211,0.7145296033333337,-0.33333333333333326
102,18.75,124.12509519990999,125.32509899993893,1.073686,0.515963,feedback,8,0,False,0.6072155666469607,0.7145296033333337,-0.33333333333333326
103,18.75,125.32912359992042,126.52912739994936,1.172987,0.688839,feedback,8,0,False,0.6743928736724082,0.7145296033333337,-0.33333333333333326
104,18.75,126.54396729997825,127.74397090000566,1.277917,0.893971,feedback,9,0,False,0.0,0.7859825636666672,-0.33333333333333326
105,18.75,127.73402609990444,128.93402959993108,1.483808,1.098186,feedback,9,0,False,0.04624600083409214,0.7859825636666672,-0.33333333333333326
106,18.75,128.92474879999645,130.12475229990667,1.287773,0.956305,feedback,9,0,False,0.09172621054464175,0.7859825636666672,-0.33333333333333326
107,18.75,130.14531329995953,131.34531709998845,1.296011,0.730262,feedback,9,0,False,0.13165127658120654,0.7859825636666672,-0.33333333333333326
108,18.75,131.32688109995797,132.52688479998614,1.13213,0.437942,feedback,9,0,False,0.1983756417977499,0.7859825636666672,-0.33333333333333326
109,18.75,132.51223369990475,133.71223749993368,0.994329,0.311262,feedback,9,0,False,0.28199005326971915,0.7859825636666672,-0.33333333333333326
110,18.75,133.73197389999405,134.9319775999058,0.885793,0.27334,feedback,9,0,False,0.36426494883248123,0.7859825636666672,-0.33333333333333326
111,18.75,134.95694259996526,136.15694989990442,0.892087,0.381594,feedback,9,0,False,0.4395713067737291,0.7859825636666672,-0.33333333333333326
112,18.75,136.131655999925,137.3316595999524,1.055194,0.545185,feedback,9,0,False,0.49849777616301805,0.7859825636666672,-0.33333333333333326
113,18.75,137.3134745999705,138.5134785000002,1.012626,0.612841,feedback,9,0,False,0.5612077642066029,0.7859825636666672,-0.33333333333333326
114,18.75,138.50668130000122,139.70668509991373,0.837265,0.597624,feedback,9,0,False,0.6083583563386178,0.7859825636666672,-0.33333333333333326
115,18.75,139.73564799991436,140.93565169994253,0.641818,0.314209,feedback,9,0,False,0.6372229307472136,0.7859825636666672,-0.33333333333333326
116,18.75,140.92077500000596,142.1207786999177,-0.809012,0.867211,feedback,9,0,False,0.6758610946047277,0.7859825636666672,-0.33333333333333326
117,18.75,142.1453138999641,143.34531769999302,-0.261288,0.577716,feedback,9,0,False,0.46975507630234586,0.7859825636666672,-0.33333333333333326
118,18.75,143.31533049989957,144.5153339999262,0.084377,0.341343,feedback,9,0,False,0.3729084133246146,0.7859825636666672,-0.33333333333333326
119,18.75,144.51516660000198,145.71517039991448,0.030404,0.377118,feedback,9,0,False,0.34195705597141035,0.7859825636666672,-0.33333333333333326
